selected_text,sentiment
watching the biggest loser on hallmark never fails to make me cry nyeh,1
he retiring from the tonight show im so bummed he was awesome ha and congrats my dear,0
filthy,1
strong,2
back to work,0
back home with my puppyy,0
sorry,1
heading to bed think ll read for bit propped up on fluffy pillows,0
yea saw the oil show put on gotta likes,0
beware,1
miss,1
can bloody win lol,0
pretty hope win,2
cool dude yeah was hoping your rate was still lol yeah not sure when ill mar and par for my birthday dinner,0
thanx,0
fantastic,2
at least you get to watch lost on the way,0
soo tired still kinda angry that missed the concert,1
super happy,2
how in heckitty did forget that one,0
perfect,2
it was great,2
sucks,1
will later today since have planning for today,0
impossible,1
enjoying my weekend with my sis,2
last free friday,1
negative,1
bringing my kitty to the vet tomorrow think she got tapeworm,0
like purple,2
very boring,1
lovely,2
lovely,2
finally got the bike wanted,2
miss,1
disappointed,1
can believe,1
good,2
movie is pretty interesting actually,2
nai nai baby haha didn know that you have twitter but oh well,0
frustrated,1
funty,2
thank you and hope you are having great day,2
reminds me of the weather month ago it was horrible hope all is well hugs,0
freezing,1
pats in philly at am love it mmm cheesesteak miss my boyfriend but love vacation,0
hate,1
hope you feel better love this weather is crazy,0
quiet easy,2
sorry,1
well you scared me saying there may be rustling in the trees happy sunday to you sir,0
headache,1
that storm seems to be coming my way,0
family comes probably won be on this weekend,0
am,0
whats wrong,1
good question,2
happy birthday little sister of mine,2
no problem,2
know that none of you are,1
forget,1
happy,2
bless her she one of my faves,2
missing,1
thankyou short stack for bringing out second sydney show now im going to both im so thankful for you guys being so good ur fans,2
good,2
gonna start writing proper blog,2
ouchhhhhh burnt my frkn tongue,1
good morning work this morning gutted lol nevermind,0
crawling up my wrist already,1
lol thanks there scary to wear though,0
hella wanted sausage mcmuffin but when gt there breakfast was over,0
wishing could see headline fest at depaul tonight,0
damit,1
goodnight all,2
great song,2
hoping,2
canada cannot see the vh preview of the video,0
so not seeing you this saturday,0
have been blocked,1
money money money,0
happy star wars day everyone may the force be with you,2
nice,2
hope it,2
was rooting for betty,0
stealth shopping got wife day present while at mall together and she didn notice buy hide it in car back before she missed me,0
no news yet,0
listening to demi lovato finished my new song,0
feeling the need for more advil,1
if there is one thing the internet has taught me is that if get enough people to listen to me get to be on the colbert report usa,0
lonely,1
got my new phone now to program everything since my old one had no memory card like this one,0
shall be quite treat,2
hulu desktop looks nice,2
separate desks computers and sides of the room with short dividers but we re thinking we need them to extend to the ceiling,0
it was good laugh and frankie did great job,2
hate,1
perfect,2
missed so much of sayed hassan speech,1
hi gov how are you,0
oh yeah just came back from weekend of cosplay photo marathons,0
happy,2
just got home from school lol weeks left yay then off summer school,0
hahaha no haven think ll reserve it for next weekend have some paperwork to do or maybe tonight,0
nice work buying coda dude it great app unfortunately bought it when it was the full usd jealous,0
home got some nice plugs but no chipotle,0
enjoying,2
yo just on the computer,0
dropped off baby for her st day in the toddler room this am she officially toddler growing up way too fast,0
april showers bring may flowers yea,0
far too hot for me,1
know its such shame think they ve got good chance hope they do coz they are different aren they great,0
no it not ready,0
thank,2
just got smashed in the face by th grader thowing football twice now bleed,0
every element in the dom with children is single parent,0
miss,1
suck,1
think just lost an,1
want to see terminator but everyone already seen it,0
thanks,2
pre order collection is launched everything below visit us now,0
had good ab,2
ah sameway yet has votes we need more vote,0
ill come to the shop in like an hour need to get pedicure but dont have time today probably next week tho,0
watching the twins handle the mariners again whoo hoo tony,0
goodbye,2
sawn it three times,0
sure you are toasties wasn far behin,0
loves,2
horrible,1
do you need to go on bike ride,0
nothing good,1
feeling inspirational,2
cant wait,2
can talk,1
jumpstart wotd jape qq are you comppetitive overcompetitive or not competitive at all write your responses here,0
feel bad,1
best,2
do basically nothing,1
meditate feel am vast very vast do you know it what do you think about,0
feels at home to be back at church,2
real,2
cute dress,2
good,2
is off bed gon force the sandman com do wot he do since it dont look like there gon be any partyin nyt,0
hello there,0
got six feet under series on dvd,0
ooo thanks for the danger radio link loves it,2
oh mann das ist super lustig du armer macs age months battery charging no garantiefall,0
morning michelle how the oatmeal,0
missing,1
you re just unhappy,1
how do we know if we won,0
im good ta bit tired cos ve been wking all wkend but other than that all good how you,0
ht,2
feel sick,1
buried,1
boo for working on saturday,1
nothing like to kick off the bank holiday dig the haircut luke next stop selfridges,0
it never ends,1
have good time sadly that means probably gonna have rain,0
best,2
yeaaa,0
sorry,1
dood they ve locked down your vimeo wh video,0
happy mommy,2
needs to find something to wear to graduation lol can find anything,0
no fair,1
good,2
loool sheridan ive got swine flu but im still coming into skl tomorrow same way hehe,0
is looking for job,0
very tired dinner good then churro were good,0
cry,1
is thrilled prom went well,2
thanks it went really well tired now though hope you spoiled your mum in law,0
its been slow day at home one of my kids is sick this little picture cheered me up,0
morning closed out eur jpy and place stop that was executed while was asleep,0
save,2
lol too true,2
welcome,2
dreading,1
aahhh nyc placements have started to come out but it looks like upgrades have to wait yet another two weeks for placements dreadfully,0
more days till half term is over,0
uh brokt it,1
excited,2
good afternoon,2
you guys need to get on me it been weeks since ve went on cache hunt geocaching,0
misses,1
of mis,1
thanks janis,2
love,2
unfair,1
yummm,2
pretty bummed that it had to rain last nite oh well still had fun goldfish is highly overrated,0
blows,1
morning all sun is shining birds are singing time for cuppa in the garden while reading tweets,0
weekend standby duty,0
not nice,1
this is not what thought will eventually happen in my th grade bad,1
hope,2
wanna go home,0
not addicted just sociable,0
happy mothers day in minutes everyone,2
thanks,2
calling debby ryan,0
knight online come back,0
frustration,1
it iq is high when it comes to knowledge about how to swim round round in the bowl,0
one of them is,0
wow love how we have no headache medicine in this house,1
hope you mom is okay,2
hermits such as myself like to stay in,0
love,2
hurrah,2
watching the nightmare before christmas ask me if care that neither halloween nor christmas is any time soon,0
got an email from telling me could have got my monday flight to sfo cheaper biz class if had booked it tomorrow,1
nevermind,2
good,2
this is too much lmbo litterally have to stop lose my twitter buddies,0
love oh so much,2
according to tweetstats tweet more between the hours of am and am with monday sunday and saturday filled with tweetage,0
one online yeah me,0
had an orgasmic sandwich,2
eating cheeto puffs,0
happy,2
jealous,1
oh and obviously back on my stupid sleep schedule luckily church isn until tomorrow,0
trying to save money for an ipod touch,0
aw tear feel special to da family haha thanks girls love yal,2
ermm more like full black upper half and some completley grey,0
remember the show don remember the hiccups,0
